Track.Name,Artist,songId,Region,2017-01-01,2017-02-01,2017-03-01,2017-04-01,2017-05-01,2017-06-01,2017-07-01,2017-08-01,2017-09-01,2017-10-01,2017-11-01,2017-12-01
Deli,Norm Ender,2BZn6a1rAFnKWmD4McsIAn,Turkey,10,3,,,,,,,,,,
Chained To The Rhythm,Katy Perry,6520aj0B4FSKGVuKNsOCOi,Turkey,,6,4,,,,,,,,,
It Ain't Me (with Selena Gomez),Kygo,3eR23VReFzcdmS7TYCrhCe,Turkey,,8,2,4,7,,,,,,,
Benim Stilim,Norm Ender,19e9Qua87z2v8oIEA649dD,Turkey,,9,,,,,,,,,,
Believer,Imagine Dragons,0CcQNd8CINkwQfe1RDtGV6,Turkey,,,6,6,,10,,,,,,
Something Just Like This,The Chainsmokers,6RUKPb4LETWmmr3iAEQktW,Turkey,,,7,,,,,,,,,
Human,Rag'n'Bone Man,58zsLZPvfflaiIbNWoA22O,Turkey,,,10,9,,,,,,,,
Mi Gna (feat. Spitakci Hyko),Super Sako,7tidkZuZ0kgBrnGMwVKH6d,Turkey,,,,3,2,6,,,,,,
Mask Off,Future,3rOSwuTsUlJp0Pu0MkN8r8,Turkey,,,,5,5,,,,,,,
You Don't Know Me - Radio Edit,Jax Jones,00lNx0OcTJrS3MKHcB80HY,Turkey,,,,7,,,,,,,,
HUMBLE.,Kendrick Lamar,7KXjTSCq5nL1LoYtL7XAwS,Turkey,,,,10,,,,,,,,
Despacito - Remix,Luis Fonsi,5CtI0qwDJkDQGwXD1H1cLb,Turkey,,,,,3,1,1,4,10,,,
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,6kex4EBAj0WHXDKZMEJaaF,Turkey,,,,,4,4,,,,,,
Believer,Imagine Dragons,6VRghJeP6I0w1KxkdWFfIh,Turkey,,,,,8,,,,,,,
Attention,Charlie Puth,4iLqG9SeJSnt0cSPICSjxv,Turkey,,,,,9,3,8,,,,,
You Don't Know Me - Radio Edit,Jax Jones,4WrS6vezaPwOafKJmHqMEU,Turkey,,,,,10,,,,,,,
Thunder,Imagine Dragons,0tKcYR2II1VCQWT79i5NrW,Turkey,,,,,,5,7,,,,,
Ciao Adios,Anne-Marie,3EfugazgSddQvzZpkof5I4,Turkey,,,,,,7,,,,,,
Raf,Deeperise,3xtNRxaUY785OdDP78yrpG,Turkey,,,,,,8,4,3,1,4,,
2U (feat. Justin Bieber),David Guetta,3A7qX2QjDlPnazUsRk5y0M,Turkey,,,,,,9,,,,,,
Yolla,Tarkan,1vZAYNFTcxzrnooQUw5zKD,Turkey,,,,,,,2,6,,,,
Wild Thoughts,DJ Khaled,1OAh8uOEOvTDqkKFsKksCi,Turkey,,,,,,,5,10,,,,
Çok Çok,Edis,045FwWlfQeVoaCNDvShp7m,Turkey,,,,,,,6,2,7,,,
Mi Gente,J Balvin,2rb5MvYT7ZIxbKW5hfcHx8,Turkey,,,,,,,9,5,5,,,
Gel Be Gökyüzüm,İlyas Yalçıntaş,2cR1YpQrSXHpD6iewFDsMm,Turkey,,,,,,,10,,,,,
Sen Olsan Bari,Aleyna Tilki,1BSsv8bVGdxyvW0NPiZy1A,Turkey,,,,,,,,1,2,,,
Ya Bu İşler Ne,Mabel Matiz,2qM7yVNhMjZGVvXhPQ5TFS,Turkey,,,,,,,,8,6,7,,
New Rules,Dua Lipa,2ekn2ttSfGqwhhate0LSR0,Turkey,,,,,,,,9,3,1,3,9
Look What You Made Me Do,Taylor Swift,6uFsE1JgZ20EXyU0JQZbUR,Turkey,,,,,,,,,4,,,
Dönersen Islık Çal,Manuş Baba,4JWAN1SBE6r2PHbXTHzQNx,Turkey,,,,,,,,,8,3,8,
Dusk Till Dawn - Radio Edit,ZAYN,1j4kHkkpqZRBwE0A4CN4Yv,Turkey,,,,,,,,,9,8,,
Eteği Belinde,Manuş Baba,3lPrs1fylHXjPPfSioDXDg,Turkey,,,,,,,,,,2,1,6
rockstar,Post Malone,7wGoVu4Dady5GV0Sv4UIsx,Turkey,,,,,,,,,,5,4,2
Geceler,Ezhel,4aDCblDfszqyxKUVLY6EEl,Turkey,,,,,,,,,,6,6,
rockstar,Post Malone,1OmcAT5Y8eg5bUPv9qJT4R,Turkey,,,,,,,,,,9,,
Şehrimin Tadı,Ezhel,5xL1RFOuD9XsVqa7UVxdnw,Turkey,,,,,,,,,,10,,
Havana,Camila Cabello,0ofbQMrRDsUaVKq2mGLEAb,Turkey,,,,,,,,,,,2,7
İmkansızım,Ezhel,5Y3ZTBwRNrgj3AlXYASvDe,Turkey,,,,,,,,,,,5,3
Geceler,Ezhel,0R0o8uOkDz40XsR6uwThfQ,Turkey,,,,,,,,,,,7,5
Muhbir,Sıla,7gPMdD5iUC8i3LsFxr01jw,Turkey,,,,,,,,,,,9,
Şehrimin Tadı,Ezhel,5JaXKUIcNxwSuUyD4CsphL,Turkey,,,,,,,,,,,10,10
İki Aşık,Ersay Üner,5uyGQAXeaYJ7X7FcN8JJiq,Turkey,,,,,,,,,,,,1
Gömün Beni Çukura,Eypio,5dLtu0lS5pP9ivMerk3uMA,Turkey,,,,,,,,,,,,4
Heyecanı Yok,Gazapizm,4sa0pXDdQkBZ1r5NZWQJyV,Turkey,,,,,,,,,,,,8
Bad and Boujee (feat. Lil Uzi Vert),Migos,4Km5HrUvYTaSUfiSGPJeQR,United States of America,1,2,8,,,,,,,,,
Fake Love,Drake,343YBumqHu19cGoGARUTsd,United States of America,2,7,,,,,,,,,,
Shape of You,Ed Sheeran,7qiZfU4dY1lWllzX7mPBI3,United States of America,3,1,1,7,,,,,,,,
Starboy,The Weeknd,5aAx2yezTd8zXrkmtKl66Z,United States of America,4,,,,,,,,,,,
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,3NdDpSvN911VPGivFlV5d0,United States of America,5,3,,,,,,,,,,
Paris,The Chainsmokers,72jbDTw1piOOj770jWNeaG,United States of America,6,6,,,,,,,,,,
Bounce Back,Big Sean,0SGkqnVQo9KPytSri1H6cF,United States of America,7,4,,,,,,,,,,
Caroline,Aminé,5GFDrUTLGJix84sNhjCG0g,United States of America,8,,,,,,,,,,,
Black Beatles,Rae Sremmurd,6fujklziTHa8uoM5OQSfIo,United States of America,9,,,,,,,,,,,
Castle on the Hill,Ed Sheeran,6PCUP3dWmTjcTtXY02oFdT,United States of America,10,,,,,,,,,,,
iSpy (feat. Lil Yachty),KYLE,2EEeOnHehOozLq4aS0n6SL,United States of America,,5,2,8,9,,,,,,,
It Ain't Me (with Selena Gomez),Kygo,3eR23VReFzcdmS7TYCrhCe,United States of America,,8,9,,,,,,,,,
T-Shirt,Migos,7KOlJ92bu51cltsD9KU5I7,United States of America,,9,,,,,,,,,,
Something Just Like This,The Chainsmokers,6RUKPb4LETWmmr3iAEQktW,United States of America,,10,,,,,,,,,,
Mask Off,Future,3rOSwuTsUlJp0Pu0MkN8r8,United States of America,,,3,2,5,8,,,,,,
That's What I Like,Bruno Mars,0KKkJNfGyhkQ5aFogxQAPU,United States of America,,,4,,10,,,,,,,
Passionfruit,Drake,7hDc8b7IXETo14hHIHdnhd,United States of America,,,5,5,,,,,,,,
Tunnel Vision,Kodak Black,4Q3N4Ct4zCuIHuZ65E3BD4,United States of America,,,6,,,,,,,,,
Portland,Drake,2bjwRfXMk4uRgOD9IBYl9h,United States of America,,,7,,,,,,,,,
Gyalchester,Drake,6UjfByV1lDLW0SOVQA4NAi,United States of America,,,10,,,,,,,,,
HUMBLE.,Kendrick Lamar,7KXjTSCq5nL1LoYtL7XAwS,United States of America,,,,1,1,2,5,6,,,,
XO TOUR Llif3,Lil Uzi Vert,2eMwDehkIC1j68U6FA3Eiq,United States of America,,,,3,4,3,2,3,,,,
DNA.,Kendrick Lamar,6HZILIRieu8S0iqY8kIKhj,United States of America,,,,4,6,10,,,,,,
ELEMENT.,Kendrick Lamar,1EaKU4dMbesXXd3BrLCtYG,United States of America,,,,6,,,,,,,,
Despacito - Remix,Luis Fonsi,5CtI0qwDJkDQGwXD1H1cLb,United States of America,,,,9,3,1,1,5,,,,
LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,6SwRhMLwNqEi6alNPVG00n,United States of America,,,,10,,,,,,,,
I'm the One,DJ Khaled,72Q0FQQo32KJloivv5xge2,United States of America,,,,,2,,,,,,,
Congratulations,Post Malone,3a1lNhkSLSkpJE4MSHpDu9,United States of America,,,,,7,5,7,,,,,
1-800-273-8255,Logic,5tz69p7tJuGPeMGwNTxYuV,United States of America,,,,,8,,,,1,1,9,
I'm the One,DJ Khaled,3DXncPQOG4VBw3QHh3S817,United States of America,,,,,,4,4,8,,,,
Unforgettable,French Montana,3B54sVLJ402zGa6Xm4YGNe,United States of America,,,,,,6,6,2,10,,,
Wild Thoughts,DJ Khaled,1OAh8uOEOvTDqkKFsKksCi,United States of America,,,,,,7,3,4,,,,
Redbone,Childish Gambino,3kxfsdsCpFgN412fpnW85Y,United States of America,,,,,,9,,,,,,
Unforgettable,French Montana,1F2HXIJrE2Xn81OzT2zZvW,United States of America,,,,,,,8,,,,,
Bank Account,21 Savage,5eqK0tbzUPo2SoeZsov04s,United States of America,,,,,,,9,1,3,,,
Slide,Calvin Harris,7tr2za8SQg2CI8EDgrdtNl,United States of America,,,,,,,10,,,,,
Bodak Yellow,Cardi B,2771LMNxwf62FTAdpJMQfM,United States of America,,,,,,,,7,2,5,,
XO TOUR Llif3,Lil Uzi Vert,7GX5flRQZVHRAGd6B4TmDO,United States of America,,,,,,,,9,4,8,,
Mi Gente,J Balvin,2rb5MvYT7ZIxbKW5hfcHx8,United States of America,,,,,,,,10,,,,
rockstar,Post Malone,1OmcAT5Y8eg5bUPv9qJT4R,United States of America,,,,,,,,,5,7,,
Look What You Made Me Do,Taylor Swift,6uFsE1JgZ20EXyU0JQZbUR,United States of America,,,,,,,,,6,,,
Young Dumb & Broke,Khalid,5Z3GHaZ6ec9bsiI5BenrbY,United States of America,,,,,,,,,7,9,,
Too Good At Goodbyes - Edit,Sam Smith,0mel2N9Ws9r4yLQn5QE21Y,United States of America,,,,,,,,,8,,,
Jocelyn Flores,XXXTENTACION,7m9OqQk4RVRkw9JJdeAw96,United States of America,,,,,,,,,9,,,
I Fall Apart,Post Malone,75ZvA4QfFiZvzhj2xkaWAh,United States of America,,,,,,,,,,2,3,3
rockstar,Post Malone,7wGoVu4Dady5GV0Sv4UIsx,United States of America,,,,,,,,,,3,1,1
Bank Account,21 Savage,2fQrGHiQOvpL9UgPvtYy6G,United States of America,,,,,,,,,,4,6,
Gucci Gang,Lil Pump,43ZyHQITOjhciSUUNPVRHc,United States of America,,,,,,,,,,6,2,2
Havana,Camila Cabello,0ofbQMrRDsUaVKq2mGLEAb,United States of America,,,,,,,,,,10,4,
Too Good At Goodbyes,Sam Smith,1mXVgsBdtIVeCLJnSnmtdV,United States of America,,,,,,,,,,,5,
No Limit,G-Eazy,2Xqd0wUttjueBfdcltADOv,United States of America,,,,,,,,,,,7,9
Ric Flair Drip (& Metro Boomin),Offset,7sO5G9EABYOXQKNPNiE9NR,United States of America,,,,,,,,,,,8,4
Plain Jane,A$AP Ferg,4dVpf9jZjcORqGTLUaeYj9,United States of America,,,,,,,,,,,10,
All I Want for Christmas Is You,Mariah Carey,0bYg9bo50gSsH3LtXe2SQn,United States of America,,,,,,,,,,,,5
Candy Paint,Post Malone,42CeaId2XNlxugDvyqHfDf,United States of America,,,,,,,,,,,,6
No Limit,G-Eazy,2DQ1ITjI0YoLFzuADN1ZBW,United States of America,,,,,,,,,,,,7
Him & I (with Halsey),G-Eazy,5k38wzpLb15YgncyWdTZE4,United States of America,,,,,,,,,,,,8
Bartier Cardi (feat. 21 Savage),Cardi B,75FDPwaULRdYDn4StFN2rT,United States of America,,,,,,,,,,,,10
Reggaetón Lento (Bailemos),CNCO,3AEZUABDXNtecAOSC1qTfo,El Salvador,1,4,5,,,,,,,,,
Chantaje,Shakira,6mICuAdrwEjh6Y6lroV2Kg,El Salvador,2,7,,,,,,,,,,
Otra Vez (feat. J Balvin),Zion & Lennox,3QwBODjSEzelZyVjxPOHdq,El Salvador,3,6,6,10,,,,,,,,
Shape of You,Ed Sheeran,7qiZfU4dY1lWllzX7mPBI3,El Salvador,4,2,2,3,4,5,10,,,,,
Despacito (Featuring Daddy Yankee),Luis Fonsi,4aWmUDTfIPGksMNLV2rQP2,El Salvador,5,1,1,2,7,10,,,,,,
Safari,J Balvin,6rQSrBHf7HlZjtcMZ4S4bO,El Salvador,6,8,,,,,,,,,,
Closer,The Chainsmokers,7BKLCZ1jbUBVqRi2FVlTVw,El Salvador,7,,,,,,,,,,,
Let Me Love You,DJ Snake,4pdPtRcBmOSQDlJ3Fk945m,El Salvador,8,,,,,,,,,,,
Me Rehúso,Danny Ocean,6De0lHrwBfPfrhorm9q1Xl,El Salvador,9,3,3,1,,2,2,3,5,5,6,8
Starboy,The Weeknd,5aAx2yezTd8zXrkmtKl66Z,El Salvador,10,,,,,,,,,,,
El Amante,Nicky Jam,3umS4y3uQDkqekNjVpiRUs,El Salvador,,5,4,5,,,,,,,,
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,3NdDpSvN911VPGivFlV5d0,El Salvador,,9,,,,,,,,,,
Something Just Like This,The Chainsmokers,6RUKPb4LETWmmr3iAEQktW,El Salvador,,10,8,,,,,,,,,
Sigo Extrañándote,J Balvin,6qDF4wWL49CAVbgT7yuHl8,El Salvador,,,7,4,9,8,,,,,,
"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel Aa,5q2JbCNi4FcnglgPfxcV65,El Salvador,,,9,7,10,7,8,10,,,,
SUBEME LA RADIO,Enrique Iglesias,7nKBxz47S9SD79N086fuhn,El Salvador,,,10,8,,,,,,,,
Despacito - Remix,Luis Fonsi,5CtI0qwDJkDQGwXD1H1cLb,El Salvador,,,,6,6,,,,,,,
Ahora Dice,Chris Jeday,22eADXu8DfOAUEDw4vU8qy,El Salvador,,,,9,5,4,6,7,,,,
Felices los 4,Maluma,0qYTZCo5Bwh1nsUFGZP3zn,El Salvador,,,,,1,1,5,8,,,,
Me Rehúso,Danny Ocean,6Zosz8w6CmdGMZM6p4JlbQ,El Salvador,,,,,2,,,,,,,
Escápate Conmigo,Wisin,2cnKEkpVUSV4wnjQiTWfH6,El Salvador,,,,,3,3,4,4,7,10,,
Hey DJ,CNCO,209gZgcfLq2aUuu51vOWBl,El Salvador,,,,,8,6,7,,,,,
Una Lady Como Tú,Manuel Turizo,7MHN1aCFtLXjownGhvEQlF,El Salvador,,,,,,9,3,2,4,,,
Mi Gente,J Balvin,2rb5MvYT7ZIxbKW5hfcHx8,El Salvador,,,,,,,1,1,1,8,,
Bonita,J Balvin,693iqPOQvhI7PobtR8CC8v,El Salvador,,,,,,,9,6,6,7,,
Krippy Kush,Farruko,3rgjBiAMVGnxmsTDmUy8vb,El Salvador,,,,,,,,5,8,,,
Robarte un Beso,Carlos Vives,4z3GJkrtH97Bj6fRta983T,El Salvador,,,,,,,,9,2,3,,
Mayores,Becky G,7JNh1cfm0eXjqFVOzKLyau,El Salvador,,,,,,,,,3,1,2,7
Krippy Kush,Farruko,7FfpP3YZ6fOWMdxkIAtud9,El Salvador,,,,,,,,,9,9,,
Báilame - Remix,Nacho,3VClLWqNn80Llv0PJOsKgr,El Salvador,,,,,,,,,10,6,,
Se Preparó,Ozuna,1m69ELEgE6k5ZWsap40ozt,El Salvador,,,,,,,,,,2,4,4
Criminal,Natti Natasha,2SmgFAhQkQCQPyBiBxR6Te,El Salvador,,,,,,,,,,4,8,
Sensualidad,Bad Bunny,5hcisvFMidkMJlElTO9Qmw,El Salvador,,,,,,,,,,,1,1
Criminal,Natti Natasha,6Za3190Sbw39BBC77WSS1C,El Salvador,,,,,,,,,,,3,2
Que Va,Alex Sensation,7ofxPmTNMj2GP07g1VZa0O,El Salvador,,,,,,,,,,,5,6
Vuelve,Daddy Yankee,0lJCqIx5BhZtf6QtYI2fbv,El Salvador,,,,,,,,,,,7,
Robarte un Beso,Carlos Vives,0JcNysfWVWaMS7R6vzGB2k,El Salvador,,,,,,,,,,,9,
Échame La Culpa,Luis Fonsi,1zsG4eaZmkA1dvjDDsAGLK,El Salvador,,,,,,,,,,,10,5
Déjala Que Vuelva (feat. Manuel Turizo),Piso 21,33bnxcjePIkcmNjEFTJX0l,El Salvador,,,,,,,,,,,,3
Downtown,Anitta,3Ga6eKrUFf12ouh9Yw3v2D,El Salvador,,,,,,,,,,,,9
Corazón,Maluma,4lESS6vuruP6a79KWRaQou,El Salvador,,,,,,,,,,,,10
Reggaetón Lento (Bailemos),CNCO,3AEZUABDXNtecAOSC1qTfo,Costa Rica,1,3,5,8,,,,,,,,
Otra Vez (feat. J Balvin),Zion & Lennox,3QwBODjSEzelZyVjxPOHdq,Costa Rica,2,5,6,5,9,9,,,,,,
Shape of You,Ed Sheeran,7qiZfU4dY1lWllzX7mPBI3,Costa Rica,3,2,2,1,1,1,5,7,,,,
Chantaje,Shakira,6mICuAdrwEjh6Y6lroV2Kg,Costa Rica,4,6,7,,,,,,,,,
Safari,J Balvin,6rQSrBHf7HlZjtcMZ4S4bO,Costa Rica,5,7,10,,,,,,,,,
Despacito (Featuring Daddy Yankee),Luis Fonsi,4aWmUDTfIPGksMNLV2rQP2,Costa Rica,6,1,1,2,4,8,9,,,,,
Let Me Love You,DJ Snake,4pdPtRcBmOSQDlJ3Fk945m,Costa Rica,7,,,,,,,,,,,
Closer,The Chainsmokers,7BKLCZ1jbUBVqRi2FVlTVw,Costa Rica,8,9,,,,,,,,,,
Chillax,Farruko,1lxswgIpzV6HhENRvkflES,Costa Rica,9,,,,,,,,,,,
One Dance,Drake,1xznGGDReH1oQq0xzbwXa3,Costa Rica,10,,,,,,,,,,,
El Amante,Nicky Jam,3umS4y3uQDkqekNjVpiRUs,Costa Rica,,4,3,4,8,,,,,,,
Me Rehúso,Danny Ocean,6De0lHrwBfPfrhorm9q1Xl,Costa Rica,,8,4,3,,3,1,2,3,4,5,8
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,3NdDpSvN911VPGivFlV5d0,Costa Rica,,10,,,,,,,,,,
SUBEME LA RADIO,Enrique Iglesias,7nKBxz47S9SD79N086fuhn,Costa Rica,,,8,7,,,,,,,,
Sigo Extrañándote,J Balvin,6qDF4wWL49CAVbgT7yuHl8,Costa Rica,,,9,9,,,,,,,,
Despacito - Remix,Luis Fonsi,5CtI0qwDJkDQGwXD1H1cLb,Costa Rica,,,,6,6,,,,,,,
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,5knuzwU65gJK7IF5yJsuaW,Costa Rica,,,,10,,,,,,,,
Me Rehúso,Danny Ocean,6Zosz8w6CmdGMZM6p4JlbQ,Costa Rica,,,,,2,10,,,,,,
Felices los 4,Maluma,0qYTZCo5Bwh1nsUFGZP3zn,Costa Rica,,,,,3,2,3,6,8,,,
Ahora Dice,Chris Jeday,22eADXu8DfOAUEDw4vU8qy,Costa Rica,,,,,5,4,4,5,7,,,
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,6kex4EBAj0WHXDKZMEJaaF,Costa Rica,,,,,7,6,8,,,,,
Hey DJ,CNCO,209gZgcfLq2aUuu51vOWBl,Costa Rica,,,,,10,7,7,10,,,,
Escápate Conmigo,Wisin,2cnKEkpVUSV4wnjQiTWfH6,Costa Rica,,,,,,5,6,4,4,7,,
Mi Gente,J Balvin,2rb5MvYT7ZIxbKW5hfcHx8,Costa Rica,,,,,,,2,1,2,5,,
Una Lady Como Tú,Manuel Turizo,7MHN1aCFtLXjownGhvEQlF,Costa Rica,,,,,,,10,3,1,3,9,
Krippy Kush,Farruko,3rgjBiAMVGnxmsTDmUy8vb,Costa Rica,,,,,,,,8,,,,
Tu Foto,Ozuna,0Szp49tpFasIjX04Mcsydp,Costa Rica,,,,,,,,9,,,,
Mayores,Becky G,7JNh1cfm0eXjqFVOzKLyau,Costa Rica,,,,,,,,,5,2,3,9
Robarte un Beso,Carlos Vives,4z3GJkrtH97Bj6fRta983T,Costa Rica,,,,,,,,,6,6,,
Bonita,J Balvin,693iqPOQvhI7PobtR8CC8v,Costa Rica,,,,,,,,,9,,,
Tú Foto,Ozuna,5zSOVwaY3sVjnmLhuEfsuf,Costa Rica,,,,,,,,,10,,,
Se Preparó,Ozuna,1m69ELEgE6k5ZWsap40ozt,Costa Rica,,,,,,,,,,1,2,1
Quiero Repetir,Ozuna,0MIcPSq9n2z5H8TAfEstri,Costa Rica,,,,,,,,,,8,1,3
New Rules,Dua Lipa,2ekn2ttSfGqwhhate0LSR0,Costa Rica,,,,,,,,,,9,,
Criminal,Natti Natasha,2SmgFAhQkQCQPyBiBxR6Te,Costa Rica,,,,,,,,,,10,8,
Criminal,Natti Natasha,6Za3190Sbw39BBC77WSS1C,Costa Rica,,,,,,,,,,,4,2
Sensualidad,Bad Bunny,5hcisvFMidkMJlElTO9Qmw,Costa Rica,,,,,,,,,,,6,4
El Farsante,Ozuna,5EId1m4DNwTf3at31w8bPJ,Costa Rica,,,,,,,,,,,7,
,,1YqcGlCHNquxBhlUZsjhMT,Costa Rica,,,,,,,,,,,10,
Olha a Explosão,MC Kevinho,6m2LNopVJKsvBB9l7Z1rwn,Costa Rica,,,,,,,,,,,,5
Déjala Que Vuelva (feat. Manuel Turizo),Piso 21,33bnxcjePIkcmNjEFTJX0l,Costa Rica,,,,,,,,,,,,6
Échame La Culpa,Luis Fonsi,1zsG4eaZmkA1dvjDDsAGLK,Costa Rica,,,,,,,,,,,,7
Que Va,Alex Sensation,7ofxPmTNMj2GP07g1VZa0O,Costa Rica,,,,,,,,,,,,10
Shape of You,Ed Sheeran,7qiZfU4dY1lWllzX7mPBI3,Germany,1,1,1,1,4,,,,,,,
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,5knuzwU65gJK7IF5yJsuaW,Germany,2,7,,,,,,,,,,
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,3NdDpSvN911VPGivFlV5d0,Germany,3,2,8,,,,,,,,,
Castle on the Hill,Ed Sheeran,6PCUP3dWmTjcTtXY02oFdT,Germany,4,6,9,,,,,,,,,
Alone,Alan Walker,0JiVRyTJcJnmlwCZ854K4p,Germany,5,,,,,,,,,,,
Paris,The Chainsmokers,72jbDTw1piOOj770jWNeaG,Germany,6,3,7,,,,,,,,,
Now and Later,Sage The Gemini,43jBqV3j3Xi1g6wO0bhIMd,Germany,7,10,,,,,,,,,,
Call On Me - Ryan Riback Extended Remix,Starley,78rIJddV4X0HkNAInEcYde,Germany,8,8,,,,,,,,,,
Solo Dance,Martin Jensen,6HUnnBwYZqcED1eQztxMBN,Germany,9,4,,,,,,,,,,
Shed a Light,Robin Schulz,1cG0umU5TKStygKsPFZ9pY,Germany,10,,,,,,,,,,,
Scared to Be Lonely,Martin Garrix,3ebXMykcMXOcLeJ9xZ17XH,Germany,,5,,,,,,,,,,
It Ain't Me (with Selena Gomez),Kygo,3eR23VReFzcdmS7TYCrhCe,Germany,,9,2,6,,,,,,,,
Galway Girl,Ed Sheeran,0afhq8XCExXpqazXczTSve,Germany,,,3,7,9,,,,,,,
Something Just Like This,The Chainsmokers,6RUKPb4LETWmmr3iAEQktW,Germany,,,4,4,,,,,,,,
Tuesday,Burak Yeter,7abpmGpF7PGep2rDU68GBR,Germany,,,5,5,,,,,,,,
You Don't Know Me - Radio Edit,Jax Jones,00lNx0OcTJrS3MKHcB80HY,Germany,,,6,3,,,,,,,,
Nummer 1,Zuna,3sgGmPQD2J6aQduN36RDBO,Germany,,,10,10,,,,,,,,
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,6kex4EBAj0WHXDKZMEJaaF,Germany,,,,2,3,10,,,,,,
Despacito - Remix,Luis Fonsi,5CtI0qwDJkDQGwXD1H1cLb,Germany,,,,8,1,1,4,,,,,
Symphony (feat. Zara Larsson),Clean Bandit,1x5sYLZiu9r5E43kMlt9f8,Germany,,,,9,8,,,,,,,
I'm the One,DJ Khaled,72Q0FQQo32KJloivv5xge2,Germany,,,,,2,,,,,,,
Despacito (Featuring Daddy Yankee),Luis Fonsi,4aWmUDTfIPGksMNLV2rQP2,Germany,,,,,5,,,,,,,
There's Nothing Holdin' Me Back,Shawn Mendes,79cuOz3SPQTuFrp8WgftAu,Germany,,,,,6,8,,,,,,
Tuesday,Burak Yeter,5c4tB0saSkNHX5CyDosuF7,Germany,,,,,7,,,,,,,
No Roots,Alice Merton,4bPWDXpN6MlTZBedxega3X,Germany,,,,,10,,,,,,,
OK,Robin Schulz,3bWAqKDWg6u1davspr5IkS,Germany,,,,,,2,5,6,,,,
Thunder,Imagine Dragons,0tKcYR2II1VCQWT79i5NrW,Germany,,,,,,3,1,5,,,,
2U (feat. Justin Bieber),David Guetta,3A7qX2QjDlPnazUsRk5y0M,Germany,,,,,,4,10,,,,,
Unforgettable,French Montana,3B54sVLJ402zGa6Xm4YGNe,Germany,,,,,,5,6,3,8,,,
I'm the One,DJ Khaled,3DXncPQOG4VBw3QHh3S817,Germany,,,,,,6,,,,,,
Wild Thoughts,DJ Khaled,1OAh8uOEOvTDqkKFsKksCi,Germany,,,,,,7,2,,,,,
Mama,Jonas Blue,0NiXXAI876aGImAd6rTj8w,Germany,,,,,,9,8,4,,,,
More Than You Know,Axwell /\ Ingrosso,4q8PHoRsPUB52LFylX8Ulz,Germany,,,,,,,3,,,,,
Millionär,187 Strassenbande,6mw02h3qbWmuq2bJCRjRAe,Germany,,,,,,,7,,,,,
Bon Voyage,Miami Yacine,7McVnXcGdaVAzjKpN1BWPb,Germany,,,,,,,9,9,,,,
More Than You Know,Axwell /\ Ingrosso,3PEgB3fkiojxms35ntsTgs,Germany,,,,,,,,1,1,6,,
Mi Gente,J Balvin,2rb5MvYT7ZIxbKW5hfcHx8,Germany,,,,,,,,2,2,,,
Strip That Down,Liam Payne,6EpRaXYhGOB3fj4V2uDkMJ,Germany,,,,,,,,7,,,,
Wohin willst du,Gestört aber GeiL,51WUacrCkukxCgym463uNN,Germany,,,,,,,,8,,,,
Primo,RAF Camora,7y5chiQbuvviOYUfUmOPqo,Germany,,,,,,,,10,5,,,
Senorita,Kay One,5OHOykHs3Ct2pgbqod8uMD,Germany,,,,,,,,,3,4,,
New Rules,Dua Lipa,2ekn2ttSfGqwhhate0LSR0,Germany,,,,,,,,,4,8,8,
Look What You Made Me Do,Taylor Swift,6uFsE1JgZ20EXyU0JQZbUR,Germany,,,,,,,,,6,,,
rockstar,Post Malone,1OmcAT5Y8eg5bUPv9qJT4R,Germany,,,,,,,,,7,10,,
I Like Me Better,Lauv,1wjzFQodRWrPcQ0AnYnvQ9,Germany,,,,,,,,,9,,,
Monica Bellucci,RIN,06ieFuGkwHCOFP2cmOBmgb,Germany,,,,,,,,,10,,,
Was Du Liebe nennst,Bausa,4hKWUzhQWsOkgT6LnDEASe,Germany,,,,,,,,,,1,1,1
Havana,Camila Cabello,0ofbQMrRDsUaVKq2mGLEAb,Germany,,,,,,,,,,2,3,3
rockstar,Post Malone,7wGoVu4Dady5GV0Sv4UIsx,Germany,,,,,,,,,,3,2,2
Dusk Till Dawn - Radio Edit,ZAYN,1j4kHkkpqZRBwE0A4CN4Yv,Germany,,,,,,,,,,5,5,
Zieh' den Rucksack aus,Kollegah,6F0fXw4G0dqRWJnvWPZM67,Germany,,,,,,,,,,7,,
